timestamp,solexs_flux,helios_flux,flare_class,state
2026-08-01 02:36:00+00:00,1e-10,2.024014421089928e-08,-,0
2026-08-01 02:37:00+00:00,1.4255033930164766e-06,1e-10,-,0
2026-08-01 02:38:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:39:00+00:00,1.6322815183584717e-06,2.2672165744703012e-08,-,0
2026-08-01 02:40:00+00:00,1e-10,1.530706827937235e-09,-,0
2026-08-01 02:41:00+00:00,1.3273631629548177e-07,1e-10,-,0
2026-08-01 02:42:00+00:00,1e-10,8.464050944902794e-07,-,0
2026-08-01 02:43:00+00:00,1.6871255635598329e-06,4.172913280323916e-07,-,0
2026-08-01 02:44:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:45:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:46:00+00:00,1.2738602324172077e-06,1e-10,-,0
2026-08-01 02:47:00+00:00,8.451646855036381e-07,1e-10,-,0
2026-08-01 02:48:00+00:00,1e-10,3.312427022485458e-07,-,0
2026-08-01 02:49:00+00:00,1e-10,1e-10,-,0
2026-08-01 02:50:00+00:00,1e-10,1.3556228772675767e-06,-,0
2026-08-01 02:51:00+00:00,1.4468584875305365e-06,1e-10,-,0
2026-08-01 02:52:00+00:00,4.946339662673901e-07,4.1800864969202993e-07,-,0
2026-08-01 02:53:00+00:00,2.2907267600234238e-07,1e-10,-,0
2026-08-01 02:54:00+00:00,5.764866111874396e-07,1e-10,-,0
2026-08-01 02:55:00+00:00,1e-10,4.464523699249792e-07,-,0
2026-08-01 02:56:00+00:00,1e-10,1.0297062786986158e-06,-,0
2026-08-01 02:57:00+00:00,1e-10,9.729132967540018e-07,-,0
2026-08-01 02:58:00+00:00,1.122162356666536e-06,7.727801061289955e-07,-,0
2026-08-01 02:59:00+00:00,1e-10,8.977179084425896e-07,-,0
2026-08-01 03:00:00+00:00,1.1995294943495156e-06,9.908190549747373e-07,-,0
2026-08-01 03:01:00+00:00,2.020906296161546e-06,1e-10,-,0
2026-08-01 03:02:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:03:00+00:00,5.293845110603945e-08,7.526505285837456e-07,-,0
2026-08-01 03:04:00+00:00,5.870964047797909e-07,1.2188791459128592e-06,-,0
2026-08-01 03:05:00+00:00,9.996710631917186e-07,1e-10,-,0
2026-08-01 03:06:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:07:00+00:00,4.041266169863942e-07,1e-10,-,0
2026-08-01 03:08:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:09:00+00:00,1e-10,5.006766941772877e-07,-,0
2026-08-01 03:10:00+00:00,2.3200356957962718e-06,1.2427648080939997e-06,-,0
2026-08-01 03:11:00+00:00,1e-10,5.172527134493835e-07,-,0
2026-08-01 03:12:00+00:00,5.320881660713793e-07,1e-10,-,0
2026-08-01 03:13:00+00:00,1e-10,2.1181682278782067e-06,-,0
2026-08-01 03:14:00+00:00,2.991327460403951e-07,1e-10,-,0
2026-08-01 03:15:00+00:00,6.445653541512264e-07,1.5339626377747545e-06,-,0
2026-08-01 03:16:00+00:00,1.0212548838515197e-06,1e-10,-,0
2026-08-01 03:17:00+00:00,1e-10,2.385616150307363e-07,-,0
2026-08-01 03:18:00+00:00,2.0662694422946712e-07,1e-10,-,0
2026-08-01 03:19:00+00:00,2.430182581472383e-07,1e-10,-,0
2026-08-01 03:20:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:21:00+00:00,1e-10,7.37955778566118e-08,-,0
2026-08-01 03:22:00+00:00,1.0216942635941582e-06,1e-10,-,0
2026-08-01 03:23:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:24:00+00:00,2.9254961109040855e-06,1e-10,-,0
2026-08-01 03:25:00+00:00,1.100192021747101e-06,1e-10,-,0
2026-08-01 03:26:00+00:00,5.356620578368566e-07,1e-10,-,0
2026-08-01 03:27:00+00:00,1.7061592057647877e-06,5.112041983801672e-07,-,0
2026-08-01 03:28:00+00:00,8.903130157430238e-07,7.474816212149872e-07,-,0
2026-08-01 03:29:00+00:00,2.387328698551999e-07,6.927472551268219e-07,-,0
2026-08-01 03:30:00+00:00,1e-10,1.9073039128398568e-06,-,0
2026-08-01 03:31:00+00:00,7.698688019802729e-07,1e-10,-,0
2026-08-01 03:32:00+00:00,1.5790134610074146e-06,1e-10,-,0
2026-08-01 03:33:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:34:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:35:00+00:00,1e-10,1.5404334563683643e-07,-,0
2026-08-01 03:36:00+00:00,1.9811853566090247e-06,9.388944302135376e-07,-,0
2026-08-01 03:37:00+00:00,1.2511823512216844e-07,1e-10,-,0
2026-08-01 03:38:00+00:00,1.64614134382183e-06,1.159129684961459e-06,-,0
2026-08-01 03:39:00+00:00,5.5847468760120254e-08,1e-10,-,0
2026-08-01 03:40:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:41:00+00:00,2.398085416148937e-06,1e-10,-,0
2026-08-01 03:42:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:43:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:44:00+00:00,5.447449046754894e-07,1.0044656718397541e-06,-,0
2026-08-01 03:45:00+00:00,1e-10,1.2361746508354966e-06,-,0
2026-08-01 03:46:00+00:00,8.951832894100076e-07,1e-10,-,0
2026-08-01 03:47:00+00:00,5.276579890567529e-07,1.0449509931338892e-06,-,0
2026-08-01 03:48:00+00:00,5.720239571546479e-07,1e-10,-,0
2026-08-01 03:49:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:50:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:51:00+00:00,1e-10,1.1821358464706427e-06,-,0
2026-08-01 03:52:00+00:00,1e-10,2.02150216471377e-06,-,0
2026-08-01 03:53:00+00:00,3.6079124698728944e-07,1e-10,-,0
2026-08-01 03:54:00+00:00,1e-10,1e-10,-,0
2026-08-01 03:55:00+00:00,1e-10,1.1678859540074915e-06,-,0
2026-08-01 03:56:00+00:00,1e-10,2.5151539025804047e-06,-,0
2026-08-01 03:57:00+00:00,4.6316975024584843e-07,1.3322838531122045e-06,-,0
2026-08-01 03:58:00+00:00,7.935013201878579e-07,1e-10,-,0
2026-08-01 03:59:00+00:00,1e-10,9.820331325972023e-07,-,0
2026-08-01 04:00:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:01:00+00:00,7.12385060417099e-07,1.5691997291431396e-06,-,0
2026-08-01 04:02:00+00:00,2.1844678471832738e-07,7.116834543001699e-07,-,0
2026-08-01 04:03:00+00:00,1.3495114588642273e-06,1e-10,-,0
2026-08-01 04:04:00+00:00,1e-10,1.2393722528274985e-06,-,0
2026-08-01 04:05:00+00:00,1e-10,5.955511818085461e-07,-,0
2026-08-01 04:06:00+00:00,1.2365905954557256e-06,4.4970719342588367e-07,-,0
2026-08-01 04:07:00+00:00,1e-10,3.878620823519701e-08,-,0
2026-08-01 04:08:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:09:00+00:00,1.0259477065804776e-06,6.947542863408681e-07,-,0
2026-08-01 04:10:00+00:00,1.6399540375661157e-06,2.4632454153925223e-06,-,0
2026-08-01 04:11:00+00:00,2.392120977703976e-07,2.1358360907212793e-06,-,0
2026-08-01 04:12:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:13:00+00:00,1.7307366601868902e-06,1e-10,-,0
2026-08-01 04:14:00+00:00,4.51065270299567e-07,1e-10,-,0
2026-08-01 04:15:00+00:00,2.804297690493869e-07,1.678934767683787e-07,-,0
2026-08-01 04:16:00+00:00,1e-10,3.2340251572312507e-07,-,0
2026-08-01 04:17:00+00:00,1.2847690353490879e-06,1.008031088836124e-06,-,0
2026-08-01 04:18:00+00:00,1e-10,8.159181059740895e-07,-,0
2026-08-01 04:19:00+00:00,1e-10,8.324700800421882e-07,-,0
2026-08-01 04:20:00+00:00,2.1329702327451503e-06,1e-10,-,0
2026-08-01 04:21:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:22:00+00:00,1.0976168590650387e-06,1e-10,-,0
2026-08-01 04:23:00+00:00,1.5613423455584564e-06,2.9452508513745623e-07,-,0
2026-08-01 04:24:00+00:00,2.6939745825233006e-07,9.708460305461442e-07,-,0
2026-08-01 04:25:00+00:00,1e-10,1.1993908508836008e-06,-,0
2026-08-01 04:26:00+00:00,7.303775274975529e-07,1e-10,-,0
2026-08-01 04:27:00+00:00,1.575615733155109e-06,5.308723862666992e-07,-,0
2026-08-01 04:28:00+00:00,4.1585324222581953e-07,1e-10,-,0
2026-08-01 04:29:00+00:00,1e-10,6.641075606729695e-07,-,0
2026-08-01 04:30:00+00:00,3.702491052949517e-07,1e-10,-,0
2026-08-01 04:31:00+00:00,1e-10,8.256796371187607e-07,-,0
2026-08-01 04:32:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:33:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:34:00+00:00,1.007272700860555e-07,9.019137900453179e-07,-,0
2026-08-01 04:35:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:36:00+00:00,3.1004776688515345e-07,1.075593002000409e-06,-,0
2026-08-01 04:37:00+00:00,6.142178323655919e-07,8.330450167402861e-07,-,0
2026-08-01 04:38:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:39:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:40:00+00:00,1.5000394427672072e-07,1.4300195147799165e-06,-,0
2026-08-01 04:41:00+00:00,2.0449609571235004e-06,9.319766236451551e-07,-,0
2026-08-01 04:42:00+00:00,5.432135262876124e-07,1.8394996683375951e-06,-,0
2026-08-01 04:43:00+00:00,5.033995892621622e-08,1e-10,-,0
2026-08-01 04:44:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:45:00+00:00,6.695893816286046e-07,1e-10,-,0
2026-08-01 04:46:00+00:00,2.666719858606929e-07,5.767262489262046e-07,-,0
2026-08-01 04:47:00+00:00,8.144252249297274e-07,1e-10,-,0
2026-08-01 04:48:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:49:00+00:00,1.7076196801303602e-07,5.022217710069757e-08,-,0
2026-08-01 04:50:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:51:00+00:00,4.421464956059559e-07,1e-10,-,0
2026-08-01 04:52:00+00:00,1e-10,1e-10,-,0
2026-08-01 04:53:00+00:00,1e-10,2.9695309741797523e-06,-,0
2026-08-01 04:54:00+00:00,6.360402186483448e-07,1.3068820824233845e-07,-,0
2026-08-01 04:55:00+00:00,8.137406165850935e-07,1e-10,-,0
2026-08-01 04:56:00+00:00,1e-10,4.864384631568321e-07,-,0
2026-08-01 04:57:00+00:00,1e-10,6.505727550261473e-07,-,0
2026-08-01 04:58:00+00:00,7.468972717819766e-07,1e-10,-,0
2026-08-01 04:59:00+00:00,1.7881680114543089e-06,1e-10,-,0
2026-08-01 05:00:00+00:00,1e-10,1e-10,-,0
2026-08-01 05:01:00+00:00,1e-10,1.0115661614102656e-06,-,0
2026-08-01 05:02:00+00:00,9.299809605971877e-07,1e-10,-,0
2026-08-01 05:03:00+00:00,9.570669588803793e-07,5.33855567128935e-07,-,0
2026-08-01 05:04:00+00:00,1.2481931415463292e-06,1.1848784955401943e-06,-,0
2026-08-01 05:05:00+00:00,1.1581238246894243e-06,1e-10,-,0
2026-08-01 05:06:00+00:00,1e-10,1e-10,-,0
2026-08-01 05:07:00+00:00,1e-10,1e-10,-,0
2026-08-01 05:08:00+00:00,7.239962248117035e-07,1e-10,-,0
2026-08-01 05:09:00+00:00,1e-10,5.582280388962551e-07,-,0
2026-08-01 05:10:00+00:00,4.4160838847046997e-07,1e-10,-,0
2026-08-01 05:11:00+00:00,1e-10,1e-10,-,0
2026-08-01 05:12:00+00:00,1e-10,1e-10,-,0
2026-08-01 05:13:00+00:00,1e-10,4.21156617701623e-07,-,0
2026-08-01 05:14:00+00:00,1e-10,1.0098671070132455e-06,-,0
2026-08-01 05:15:00+00:00,1e-10,2.6104584522885688e-06,-,0
2026-08-01 05:16:00+00:00,1e-10,2.1590117121602427e-06,-,0
2026-08-01 05:17:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:18:00+00:00,6.611357347558209e-07,1e-10,B,1
2026-08-01 05:19:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:20:00+00:00,1.8886930632520518e-06,1e-10,B,1
2026-08-01 05:21:00+00:00,1.393856971046165e-06,1.4449212951125118e-07,B,1
2026-08-01 05:22:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:23:00+00:00,2.5415639544361666e-07,1e-10,B,1
2026-08-01 05:24:00+00:00,1.3777465879540237e-06,1e-10,B,1
2026-08-01 05:25:00+00:00,1e-10,9.971591391481112e-07,B,1
2026-08-01 05:26:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:27:00+00:00,1.4697016583407895e-06,1e-10,B,1
2026-08-01 05:28:00+00:00,7.986704107856809e-07,9.888246361482288e-07,B,1
2026-08-01 05:29:00+00:00,1.222473282175081e-06,1.3354968929361935e-06,B,1
2026-08-01 05:30:00+00:00,3.837296802707953e-07,1e-10,B,1
2026-08-01 05:31:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:32:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:33:00+00:00,1.8617122256735619e-07,3.013692263691918e-07,B,1
2026-08-01 05:34:00+00:00,1.4030093703380225e-06,1.0229702876484246e-06,B,1
2026-08-01 05:35:00+00:00,1.4160103025447057e-06,1.9239251808658357e-07,B,1
2026-08-01 05:36:00+00:00,1.2292059607258533e-06,1e-10,B,1
2026-08-01 05:37:00+00:00,9.168970223765056e-07,1.1934480461356986e-06,B,1
2026-08-01 05:38:00+00:00,2.5002568095256364e-06,1e-10,B,1
2026-08-01 05:39:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:40:00+00:00,3.31038435161599e-07,4.866682872779512e-07,B,1
2026-08-01 05:41:00+00:00,1e-10,1.1720365738356462e-06,B,1
2026-08-01 05:42:00+00:00,1.8285373386717571e-06,1e-10,B,1
2026-08-01 05:43:00+00:00,1e-10,1e-10,B,1
2026-08-01 05:44:00+00:00,1.3197461862724832e-06,1.147351749074746e-07,B,1
2026-08-01 05:45:00+00:00,1e-10,3.259553088717563e-07,B,1
2026-08-01 05:46:00+00:00,7.483868202541689e-07,1.6026703898913029e-06,B,2
2026-08-01 05:47:00+00:00,2.004074425555834e-07,2.4296389957168615e-06,B,2
2026-08-01 05:48:00+00:00,4.2995768995466357e-07,4.7050458135592905e-07,B,2
2026-08-01 05:49:00+00:00,8.57142061546585e-07,1.444090084913632e-06,B,2
2026-08-01 05:50:00+00:00,1.5197397020607901e-06,1.4781027961868723e-06,B,2
2026-08-01 05:51:00+00:00,3.654980070930602e-07,1.3649144797412387e-06,B,2
2026-08-01 05:52:00+00:00,1.588590793443384e-06,1e-10,B,2
2026-08-01 05:53:00+00:00,1.794940190928494e-06,1.0886119322693994e-06,B,2
2026-08-01 05:54:00+00:00,1.6498168291949942e-07,1e-10,B,2
2026-08-01 05:55:00+00:00,2.7557986237114625e-06,1.0374431090408484e-06,B,2
2026-08-01 05:56:00+00:00,1.4075665800020388e-06,1e-10,B,2
2026-08-01 05:57:00+00:00,1.0708939284868663e-07,3.368203988562423e-07,B,2
2026-08-01 05:58:00+00:00,1.316574715707464e-06,1e-10,B,2
2026-08-01 05:59:00+00:00,1.685263575156883e-06,2.571327837954809e-06,B,2
2026-08-01 06:00:00+00:00,1.1569284097687429e-06,1e-10,B,3
2026-08-01 06:01:00+00:00,7.053320296915146e-07,1e-10,B,3
2026-08-01 06:02:00+00:00,1e-10,1.7405929827831648e-06,B,3
2026-08-01 06:03:00+00:00,1e-10,1.0495624601157723e-06,B,3
2026-08-01 06:04:00+00:00,1.147668873392926e-06,3.551686155290304e-07,B,3
2026-08-01 06:05:00+00:00,1e-10,1e-10,B,3
2026-08-01 06:06:00+00:00,9.38407556617821e-07,1e-10,B,3
2026-08-01 06:07:00+00:00,1.3410479729676287e-06,1e-10,B,3
2026-08-01 06:08:00+00:00,2.654133231498174e-07,1e-10,B,3
